Temparature,Humidity,Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,Fertilizer Name,Suitable Season
26.71,59.61,29.75,Sandy,Barley,31,1,1,28-28,"Rabi, Kharif, Zaid, Summer"
35.3,65.91,61.45,Black,Pulses,38,2,4,28-28,"Rabi, Kharif"
23.41,47.11,60.88,Sandy,Maize,34,0,0,14-35-14,"Kharif, Rabi, Summer"
30.4,64.62,29.5,Clayey,Pulses,23,0,22,20-20,"Rabi, Kharif"
27.68,46.99,22.43,Black,Barley,35,2,0,17-17-17,"Rabi, Kharif, Zaid, Summer"
29.43,42.86,23.41,Clayey,Cotton,14,16,12,DAP,Kharif
31.18,55.41,33.33,Black,Barley,19,2,41,17-17-17,"Rabi, Kharif, Zaid, Summer"
26.88,60.42,29.07,Black,Barley,8,20,13,20-20,"Rabi, Kharif, Zaid, Summer"
22.15,54.75,39.9,Clayey,Barley,24,0,20,28-28,"Rabi, Kharif, Zaid, Summer"
29.29,49.2,35.91,Red,Cotton,16,1,40,10-26-26,Kharif
26.65,61.13,36.81,Loamy,Cotton,20,0,19,10-26-26,Kharif
23.87,50.93,44.6,Clayey,Pulses,9,20,17,14-35-14,"Rabi, Kharif"
37.83,58.79,52.48,Red,Barley,36,4,3,Urea,"Rabi, Kharif, Zaid, Summer"
29.13,67.17,44.42,Black,Wheat,5,4,15,28-28,Rabi
34.41,62.43,33.3,Loamy,Barley,25,0,28,28-28,"Rabi, Kharif, Zaid, Summer"
29.76,61.14,53.09,Black,Pulses,3,13,32,DAP,"Rabi, Kharif"
29.54,54.01,70.0,Loamy,Pulses,15,4,30,DAP,"Rabi, Kharif"
34.72,64.79,24.84,Clayey,Maize,24,1,16,20-20,"Kharif, Rabi, Summer"
33.47,61.96,52.46,Sandy,Pulses,14,2,29,20-20,"Rabi, Kharif"
23.84,40.88,64.6,Black,Barley,11,1,12,Urea,"Rabi, Kharif, Zaid, Summer"
35.5,64.73,50.91,Clayey,Pulses,11,0,38,14-35-14,"Rabi, Kharif"
21.44,43.3,36.7,Sandy,Cotton,23,0,15,17-17-17,Kharif
34.02,65.9,36.28,Clayey,Wheat,20,1,16,14-35-14,Rabi
27.74,58.79,39.22,Black,Wheat,7,8,31,28-28,Rabi
34.47,62.06,31.47,Clayey,Pulses,10,9,35,14-35-14,"Rabi, Kharif"
37.76,59.22,56.24,Red,Pulses,15,0,37,17-17-17,"Rabi, Kharif"
33.76,53.8,61.55,Black,Wheat,10,5,35,DAP,Rabi
40.0,60.45,33.52,Black,Cotton,7,0,41,17-17-17,Kharif
36.02,74.78,38.64,Loamy,Barley,18,4,20,14-35-14,"Rabi, Kharif, Zaid, Summer"
32.78,63.54,36.29,Red,Pulses,25,1,24,17-17-17,"Rabi, Kharif"
33.16,56.99,39.99,Red,Pulses,16,2,9,14-35-14,"Rabi, Kharif"
32.62,52.77,37.75,Red,Maize,19,3,33,Urea,"Kharif, Rabi, Summer"
32.78,73.78,36.5,Sandy,Wheat,1,17,16,Urea,Rabi
30.9,58.59,38.32,Black,Barley,13,0,40,20-20,"Rabi, Kharif, Zaid, Summer"
29.97,69.39,25.39,Red,Pulses,37,4,0,10-26-26,"Rabi, Kharif"
32.78,68.98,42.07,Red,Maize,6,9,30,14-35-14,"Kharif, Rabi, Summer"
27.38,50.06,24.55,Black,Pulses,43,0,0,20-20,"Rabi, Kharif"
27.79,51.33,28.88,Loamy,Maize,42,3,0,20-20,"Kharif, Rabi, Summer"
28.49,61.78,47.46,Sandy,Maize,35,0,0,14-35-14,"Kharif, Rabi, Summer"
26.7,61.16,69.76,Black,Wheat,8,5,28,17-17-17,Rabi
32.73,67.1,34.06,Loamy,Barley,8,0,6,28-28,"Rabi, Kharif, Zaid, Summer"
33.44,67.04,56.66,Loamy,Pulses,7,4,29,10-26-26,"Rabi, Kharif"
26.88,59.5,33.0,Black,Barley,13,1,11,14-35-14,"Rabi, Kharif, Zaid, Summer"
39.78,59.7,70.0,Sandy,Pulses,12,4,38,DAP,"Rabi, Kharif"
25.07,48.14,38.76,Clayey,Barley,4,13,24,Urea,"Rabi, Kharif, Zaid, Summer"
34.46,67.55,53.28,Black,Maize,7,19,21,DAP,"Kharif, Rabi, Summer"
30.24,57.35,39.81,Black,Maize,41,0,0,20-20,"Kharif, Rabi, Summer"
30.01,48.4,35.35,Clayey,Cotton,6,5,25,17-17-17,Kharif
32.25,50.03,66.47,Clayey,Cotton,10,14,28,14-35-14,Kharif
33.16,66.73,50.78,Loamy,Maize,21,0,24,28-28,"Kharif, Rabi, Summer"
27.12,58.16,22.74,Black,Cotton,40,0,2,Urea,Kharif
24.73,51.53,26.69,Loamy,Wheat,13,2,38,17-17-17,Rabi
29.05,63.39,46.94,Loamy,Wheat,10,16,16,DAP,Rabi
28.36,52.45,31.86,Red,Pulses,24,0,15,14-35-14,"Rabi, Kharif"
37.97,57.61,56.51,Loamy,Wheat,4,9,32,DAP,Rabi
31.75,49.36,57.18,Clayey,Wheat,15,2,33,14-35-14,Rabi
39.48,79.62,45.0,Red,Maize,38,0,1,17-17-17,"Kharif, Rabi, Summer"
32.2,72.21,60.57,Loamy,Barley,35,3,0,10-26-26,"Rabi, Kharif, Zaid, Summer"
33.52,56.48,24.69,Sandy,Wheat,41,0,0,DAP,Rabi
35.4,66.88,56.01,Clayey,Pulses,20,0,22,20-20,"Rabi, Kharif"
22.59,56.96,27.15,Red,Barley,16,0,45,10-26-26,"Rabi, Kharif, Zaid, Summer"
24.38,52.1,61.63,Black,Wheat,6,0,17,DAP,Rabi
26.32,57.42,33.27,Clayey,Pulses,13,0,10,28-28,"Rabi, Kharif"
26.66,68.27,47.59,Sandy,Barley,12,0,15,10-26-26,"Rabi, Kharif, Zaid, Summer"
20.3,54.28,45.3,Red,Pulses,18,0,21,14-35-14,"Rabi, Kharif"
25.23,45.43,37.13,Black,Cotton,37,3,0,17-17-17,Kharif
30.06,63.8,35.07,Red,Maize,42,0,0,14-35-14,"Kharif, Rabi, Summer"
38.04,64.69,48.58,Clayey,Pulses,14,9,12,DAP,"Rabi, Kharif"
30.02,65.59,54.31,Loamy,Barley,6,0,13,14-35-14,"Rabi, Kharif, Zaid, Summer"
30.26,44.92,59.46,Black,Cotton,9,1,17,14-35-14,Kharif
29.99,69.45,20.0,Loamy,Pulses,8,3,35,10-26-26,"Rabi, Kharif"
25.88,62.12,69.37,Black,Maize,5,5,26,14-35-14,"Kharif, Rabi, Summer"
31.89,67.32,55.3,Loamy,Maize,10,18,9,17-17-17,"Kharif, Rabi, Summer"
31.8,60.45,29.67,Black,Barley,14,0,36,17-17-17,"Rabi, Kharif, Zaid, Summer"
38.31,61.97,48.6,Sandy,Cotton,43,4,2,DAP,Kharif
21.89,47.55,20.0,Clayey,Cotton,15,11,15,17-17-17,Kharif
30.6,60.9,57.87,Red,Wheat,8,0,14,Urea,Rabi
37.85,64.18,57.45,Sandy,Cotton,14,0,39,Urea,Kharif
35.25,55.27,39.3,Loamy,Cotton,39,0,1,10-26-26,Kharif
32.92,51.51,35.47,Black,Pulses,22,0,20,28-28,"Rabi, Kharif"
39.3,71.67,43.17,Sandy,Pulses,36,3,0,Urea,"Rabi, Kharif"
33.84,67.09,53.03,Clayey,Wheat,13,0,44,Urea,Rabi
30.96,55.9,41.09,Red,Wheat,13,2,12,17-17-17,Rabi
33.1,57.5,42.07,Clayey,Barley,17,0,23,20-20,"Rabi, Kharif, Zaid, Summer"
26.16,59.25,36.27,Sandy,Cotton,36,0,0,10-26-26,Kharif
29.98,56.89,32.9,Loamy,Maize,36,0,0,Urea,"Kharif, Rabi, Summer"
36.91,73.2,33.96,Red,Maize,11,0,11,28-28,"Kharif, Rabi, Summer"
34.0,73.7,57.78,Sandy,Maize,39,4,2,20-20,"Kharif, Rabi, Summer"
32.22,54.23,47.91,Black,Barley,7,12,25,17-17-17,"Rabi, Kharif, Zaid, Summer"
26.65,56.41,66.61,Loamy,Wheat,14,0,13,14-35-14,Rabi
26.9,42.45,46.23,Loamy,Wheat,8,16,11,20-20,Rabi
30.49,55.56,64.02,Loamy,Wheat,11,0,34,17-17-17,Rabi
26.11,58.64,22.93,Clayey,Cotton,40,2,0,14-35-14,Kharif
28.63,63.42,48.86,Sandy,Wheat,21,0,18,10-26-26,Rabi
22.6,60.21,36.97,Sandy,Wheat,18,3,25,20-20,Rabi
25.6,54.32,31.26,Loamy,Barley,14,0,42,Urea,"Rabi, Kharif, Zaid, Summer"
34.54,63.82,62.84,Clayey,Cotton,42,0,1,14-35-14,Kharif
25.51,66.21,44.24,Black,Barley,21,2,16,17-17-17,"Rabi, Kharif, Zaid, Summer"
24.4,60.18,37.67,Black,Pulses,42,4,0,DAP,"Rabi, Kharif"
32.06,46.96,51.16,Sandy,Maize,8,8,29,14-35-14,"Kharif, Rabi, Summer"
24.3,54.99,32.02,Clayey,Barley,4,14,20,17-17-17,"Rabi, Kharif, Zaid, Summer"
29.47,59.72,59.54,Red,Wheat,2,13,28,28-28,Rabi
24.26,61.88,65.71,Clayey,Maize,6,4,10,DAP,"Kharif, Rabi, Summer"
27.6,56.81,32.67,Sandy,Pulses,0,14,20,DAP,"Rabi, Kharif"
23.84,61.45,20.0,Sandy,Pulses,8,12,34,28-28,"Rabi, Kharif"
36.45,68.49,26.71,Loamy,Maize,21,1,24,10-26-26,"Kharif, Rabi, Summer"
27.41,49.33,22.31,Loamy,Barley,30,0,0,28-28,"Rabi, Kharif, Zaid, Summer"
30.29,48.59,52.49,Sandy,Pulses,20,2,24,DAP,"Rabi, Kharif"
26.52,49.7,59.42,Loamy,Barley,8,0,14,Urea,"Rabi, Kharif, Zaid, Summer"
29.97,57.71,70.0,Clayey,Pulses,8,7,32,17-17-17,"Rabi, Kharif"
29.01,57.85,40.02,Sandy,Pulses,16,3,41,28-28,"Rabi, Kharif"
24.66,59.3,31.83,Clayey,Cotton,37,0,0,14-35-14,Kharif
36.61,57.83,47.58,Sandy,Barley,26,1,22,Urea,"Rabi, Kharif, Zaid, Summer"
24.68,45.27,47.81,Clayey,Pulses,21,0,27,DAP,"Rabi, Kharif"
20.7,52.06,31.55,Red,Cotton,24,0,19,20-20,Kharif
30.81,65.77,45.65,Black,Maize,11,1,11,17-17-17,"Kharif, Rabi, Summer"
33.28,70.59,39.69,Black,Barley,10,13,14,Urea,"Rabi, Kharif, Zaid, Summer"
28.27,69.62,65.41,Sandy,Cotton,3,10,32,14-35-14,Kharif
33.61,68.82,40.58,Clayey,Maize,13,0,39,10-26-26,"Kharif, Rabi, Summer"
31.15,66.9,49.75,Sandy,Cotton,14,16,15,17-17-17,Kharif
23.02,62.92,28.92,Black,Pulses,41,1,0,DAP,"Rabi, Kharif"
25.53,52.01,43.54,Clayey,Cotton,8,0,12,Urea,Kharif
29.52,46.94,40.51,Red,Cotton,32,0,0,10-26-26,Kharif
31.28,59.63,56.79,Clayey,Maize,10,10,16,DAP,"Kharif, Rabi, Summer"
27.39,58.57,47.88,Black,Pulses,17,3,28,Urea,"Rabi, Kharif"
34.81,77.03,58.09,Red,Pulses,36,2,0,10-26-26,"Rabi, Kharif"
36.68,59.35,46.12,Clayey,Wheat,42,0,3,20-20,Rabi
33.98,50.38,53.63,Sandy,Maize,8,6,37,17-17-17,"Kharif, Rabi, Summer"
35.25,65.6,41.85,Red,Cotton,45,0,0,28-28,Kharif
21.66,44.54,59.31,Black,Wheat,38,4,1,20-20,Rabi
27.7,51.81,52.3,Sandy,Maize,9,1,35,Urea,"Kharif, Rabi, Summer"
31.64,58.28,29.1,Sandy,Maize,36,3,0,10-26-26,"Kharif, Rabi, Summer"
30.89,46.85,55.84,Clayey,Pulses,3,19,16,DAP,"Rabi, Kharif"
35.7,57.43,35.8,Red,Cotton,9,10,27,Urea,Kharif
33.87,54.76,35.38,Loamy,Pulses,26,3,21,10-26-26,"Rabi, Kharif"
38.13,56.75,55.03,Loamy,Wheat,27,3,19,14-35-14,Rabi
29.65,57.73,44.42,Loamy,Cotton,13,0,11,28-28,Kharif
28.82,53.07,33.55,Clayey,Barley,2,23,13,20-20,"Rabi, Kharif, Zaid, Summer"
33.86,71.98,39.51,Clayey,Pulses,20,0,20,20-20,"Rabi, Kharif"
34.71,71.46,27.27,Red,Maize,38,0,0,20-20,"Kharif, Rabi, Summer"
28.71,61.58,39.06,Sandy,Maize,39,3,0,Urea,"Kharif, Rabi, Summer"
26.71,56.92,34.15,Red,Wheat,32,0,3,14-35-14,Rabi
36.76,71.56,36.82,Clayey,Cotton,17,1,35,DAP,Kharif
30.13,58.46,60.18,Loamy,Pulses,11,0,9,DAP,"Rabi, Kharif"
26.65,56.89,50.34,Black,Maize,6,15,19,28-28,"Kharif, Rabi, Summer"
32.06,55.75,63.43,Loamy,Wheat,41,1,0,10-26-26,Rabi
24.12,52.17,38.96,Loamy,Barley,17,2,43,20-20,"Rabi, Kharif, Zaid, Summer"
24.26,56.62,34.63,Loamy,Pulses,22,0,19,28-28,"Rabi, Kharif"
27.33,58.93,31.31,Loamy,Wheat,24,0,18,Urea,Rabi
24.32,64.62,26.9,Sandy,Barley,5,5,26,14-35-14,"Rabi, Kharif, Zaid, Summer"
26.56,61.21,46.73,Loamy,Barley,3,18,16,DAP,"Rabi, Kharif, Zaid, Summer"
28.84,59.5,20.0,Red,Wheat,9,0,35,20-20,Rabi
26.17,51.76,33.52,Loamy,Maize,35,0,0,14-35-14,"Kharif, Rabi, Summer"
27.2,62.82,65.08,Clayey,Maize,10,0,39,Urea,"Kharif, Rabi, Summer"
32.31,63.38,48.51,Loamy,Maize,6,8,21,DAP,"Kharif, Rabi, Summer"
36.46,63.12,40.28,Black,Pulses,34,2,4,Urea,"Rabi, Kharif"
22.84,59.33,62.69,Clayey,Wheat,10,0,7,DAP,Rabi
34.47,55.51,46.55,Clayey,Cotton,10,16,9,14-35-14,Kharif
38.03,72.22,45.56,Red,Barley,7,0,31,10-26-26,"Rabi, Kharif, Zaid, Summer"
27.72,44.26,20.0,Loamy,Barley,11,12,30,Urea,"Rabi, Kharif, Zaid, Summer"
32.64,48.78,46.52,Clayey,Barley,43,4,0,10-26-26,"Rabi, Kharif, Zaid, Summer"
31.33,55.22,24.37,Sandy,Cotton,12,0,35,Urea,Kharif
32.63,64.09,48.36,Loamy,Barley,3,22,18,DAP,"Rabi, Kharif, Zaid, Summer"
30.75,52.41,37.5,Loamy,Maize,38,2,0,Urea,"Kharif, Rabi, Summer"
27.82,48.81,25.68,Black,Pulses,44,1,0,17-17-17,"Rabi, Kharif"
31.47,62.21,66.18,Black,Maize,12,8,30,Urea,"Kharif, Rabi, Summer"
31.35,67.11,31.38,Loamy,Pulses,11,2,18,14-35-14,"Rabi, Kharif"
26.82,51.3,34.82,Red,Barley,8,1,11,17-17-17,"Rabi, Kharif, Zaid, Summer"
26.78,65.69,55.2,Sandy,Maize,7,7,32,10-26-26,"Kharif, Rabi, Summer"
37.79,66.43,53.61,Black,Maize,13,2,8,Urea,"Kharif, Rabi, Summer"
28.25,54.74,70.0,Red,Maize,15,8,12,17-17-17,"Kharif, Rabi, Summer"
26.16,45.71,32.82,Clayey,Pulses,36,0,2,Urea,"Rabi, Kharif"
33.66,67.43,38.06,Sandy,Pulses,41,2,0,28-28,"Rabi, Kharif"
34.91,57.74,67.05,Clayey,Maize,8,16,14,20-20,"Kharif, Rabi, Summer"
25.64,57.81,39.15,Black,Pulses,9,0,41,10-26-26,"Rabi, Kharif"
35.95,56.17,51.09,Black,Wheat,9,10,12,20-20,Rabi
38.15,76.07,50.5,Black,Wheat,41,0,4,Urea,Rabi
27.97,61.87,53.56,Black,Maize,9,2,28,20-20,"Kharif, Rabi, Summer"
32.21,69.43,39.24,Red,Wheat,12,4,40,14-35-14,Rabi
35.52,75.0,62.64,Black,Maize,16,0,34,DAP,"Kharif, Rabi, Summer"
27.25,57.18,56.38,Clayey,Maize,11,11,28,Urea,"Kharif, Rabi, Summer"
38.74,72.41,27.4,Red,Pulses,11,0,38,20-20,"Rabi, Kharif"
26.87,52.34,36.12,Black,Cotton,16,1,40,17-17-17,Kharif
33.62,61.17,32.6,Clayey,Wheat,9,0,36,28-28,Rabi
31.47,70.69,49.36,Black,Maize,10,0,37,17-17-17,"Kharif, Rabi, Summer"
20.18,49.8,27.78,Red,Maize,21,0,14,17-17-17,"Kharif, Rabi, Summer"
29.22,51.72,43.95,Black,Wheat,26,0,17,Urea,Rabi
35.95,72.98,52.9,Clayey,Wheat,3,14,16,20-20,Rabi
26.12,58.73,50.26,Clayey,Wheat,7,8,35,28-28,Rabi
31.88,52.97,49.87,Black,Cotton,26,2,22,Urea,Kharif
29.43,65.58,51.3,Clayey,Maize,26,0,14,DAP,"Kharif, Rabi, Summer"
27.43,56.68,24.36,Clayey,Wheat,19,0,36,14-35-14,Rabi
32.66,59.5,27.0,Black,Pulses,33,0,4,DAP,"Rabi, Kharif"
27.51,55.86,41.39,Black,Barley,14,0,37,10-26-26,"Rabi, Kharif, Zaid, Summer"
29.29,69.9,43.81,Black,Maize,28,0,21,Urea,"Kharif, Rabi, Summer"
32.07,63.03,39.38,Sandy,Maize,42,3,0,14-35-14,"Kharif, Rabi, Summer"
29.43,62.46,43.26,Black,Barley,0,8,30,28-28,"Rabi, Kharif, Zaid, Summer"
40.0,76.58,43.4,Clayey,Pulses,16,14,19,20-20,"Rabi, Kharif"
33.82,63.87,30.01,Black,Wheat,12,1,35,Urea,Rabi
36.91,75.0,34.75,Clayey,Wheat,8,4,38,28-28,Rabi
28.56,69.25,43.73,Red,Barley,34,0,3,20-20,"Rabi, Kharif, Zaid, Summer"
25.83,42.5,60.32,Clayey,Cotton,7,3,5,28-28,Kharif
27.78,57.1,42.64,Black,Barley,10,0,37,28-28,"Rabi, Kharif, Zaid, Summer"
23.56,56.69,37.04,Red,Pulses,7,0,3,10-26-26,"Rabi, Kharif"
34.32,61.36,44.53,Black,Maize,11,11,11,DAP,"Kharif, Rabi, Summer"
29.16,51.25,37.86,Red,Wheat,17,3,15,Urea,Rabi
33.55,69.48,37.73,Clayey,Cotton,42,4,0,10-26-26,Kharif
39.78,72.13,29.77,Clayey,Maize,7,2,41,28-28,"Kharif, Rabi, Summer"
26.29,44.72,37.75,Clayey,Pulses,17,0,36,20-20,"Rabi, Kharif"
21.36,46.46,35.37,Clayey,Cotton,23,1,21,DAP,Kharif
30.85,62.03,23.42,Clayey,Cotton,4,10,26,14-35-14,Kharif
32.9,63.12,47.43,Black,Barley,15,16,20,14-35-14,"Rabi, Kharif, Zaid, Summer"
31.91,46.26,41.51,Black,Pulses,24,3,27,28-28,"Rabi, Kharif"
30.02,66.49,49.75,Loamy,Maize,10,0,13,17-17-17,"Kharif, Rabi, Summer"
26.05,51.23,34.11,Loamy,Maize,17,0,40,Urea,"Kharif, Rabi, Summer"
29.61,70.12,42.17,Red,Barley,14,15,13,14-35-14,"Rabi, Kharif, Zaid, Summer"
33.0,55.09,52.37,Black,Pulses,17,0,37,Urea,"Rabi, Kharif"
32.12,68.28,42.26,Red,Barley,8,17,20,14-35-14,"Rabi, Kharif, Zaid, Summer"
29.17,64.55,46.56,Sandy,Barley,23,1,20,10-26-26,"Rabi, Kharif, Zaid, Summer"
24.82,45.77,51.47,Clayey,Cotton,23,2,24,17-17-17,Kharif
31.98,45.3,30.75,Loamy,Pulses,36,0,0,Urea,"Rabi, Kharif"
31.7,73.98,42.06,Loamy,Pulses,7,9,31,Urea,"Rabi, Kharif"
30.25,60.34,33.5,Sandy,Barley,27,1,28,20-20,"Rabi, Kharif, Zaid, Summer"
26.29,62.82,38.28,Red,Barley,8,14,16,20-20,"Rabi, Kharif, Zaid, Summer"
35.77,67.17,42.53,Black,Maize,13,1,32,10-26-26,"Kharif, Rabi, Summer"
27.14,68.62,46.27,Sandy,Wheat,9,0,39,DAP,Rabi
33.14,50.64,55.05,Loamy,Maize,8,0,39,28-28,"Kharif, Rabi, Summer"
25.7,57.86,20.0,Loamy,Barley,10,0,38,DAP,"Rabi, Kharif, Zaid, Summer"
27.27,42.2,47.49,Loamy,Wheat,10,16,18,17-17-17,Rabi
28.48,55.48,25.55,Loamy,Maize,23,0,23,10-26-26,"Kharif, Rabi, Summer"
26.12,60.43,58.13,Black,Cotton,11,0,11,17-17-17,Kharif
35.57,70.66,40.03,Black,Wheat,42,0,0,10-26-26,Rabi
38.93,72.28,67.64,Red,Cotton,25,0,24,DAP,Kharif
29.27,65.89,70.0,Sandy,Wheat,12,4,35,17-17-17,Rabi
29.55,60.62,45.99,Sandy,Barley,23,0,25,28-28,"Rabi, Kharif, Zaid, Summer"
29.91,45.99,64.48,Sandy,Cotton,42,1,0,14-35-14,Kharif
32.92,60.86,60.26,Clayey,Maize,37,1,0,DAP,"Kharif, Rabi, Summer"
36.6,61.48,20.0,Black,Cotton,9,9,27,28-28,Kharif
32.46,62.03,48.0,Red,Cotton,15,0,6,DAP,Kharif
31.52,57.93,68.2,Clayey,Maize,12,4,26,20-20,"Kharif, Rabi, Summer"
26.33,58.16,43.91,Red,Barley,10,11,22,Urea,"Rabi, Kharif, Zaid, Summer"
25.7,62.98,30.45,Sandy,Pulses,8,14,29,20-20,"Rabi, Kharif"
24.07,54.47,28.69,Loamy,Pulses,9,0,11,14-35-14,"Rabi, Kharif"
29.52,56.55,31.92,Clayey,Cotton,5,11,33,20-20,Kharif
20.55,42.03,63.54,Black,Barley,11,16,16,14-35-14,"Rabi, Kharif, Zaid, Summer"
30.33,51.05,33.36,Clayey,Cotton,13,0,5,DAP,Kharif
31.72,45.26,28.54,Clayey,Maize,35,0,2,17-17-17,"Kharif, Rabi, Summer"
29.8,59.73,35.64,Red,Barley,9,0,11,Urea,"Rabi, Kharif, Zaid, Summer"
34.15,57.16,39.48,Sandy,Cotton,26,4,24,17-17-17,Kharif
30.83,57.02,57.45,Loamy,Barley,33,0,0,10-26-26,"Rabi, Kharif, Zaid, Summer"
21.49,46.99,40.82,Sandy,Cotton,3,20,17,17-17-17,Kharif
25.86,45.62,35.68,Red,Barley,40,1,2,DAP,"Rabi, Kharif, Zaid, Summer"
29.91,60.03,58.5,Clayey,Cotton,44,0,2,17-17-17,Kharif
27.33,55.62,31.28,Clayey,Pulses,39,0,0,DAP,"Rabi, Kharif"
34.51,68.73,69.9,Loamy,Barley,14,12,11,14-35-14,"Rabi, Kharif, Zaid, Summer"
32.14,71.89,41.21,Loamy,Pulses,9,9,17,14-35-14,"Rabi, Kharif"
34.01,63.87,51.24,Clayey,Wheat,19,3,20,DAP,Rabi
28.81,54.94,41.6,Black,Barley,42,0,0,Urea,"Rabi, Kharif, Zaid, Summer"
32.43,56.6,64.19,Red,Wheat,14,10,35,17-17-17,Rabi
29.84,65.34,35.1,Sandy,Barley,5,0,9,14-35-14,"Rabi, Kharif, Zaid, Summer"
38.76,56.94,56.53,Sandy,Cotton,5,0,14,14-35-14,Kharif
35.24,66.47,51.44,Red,Cotton,6,7,30,17-17-17,Kharif
28.0,58.95,32.66,Red,Pulses,19,0,33,17-17-17,"Rabi, Kharif"
30.76,50.1,44.85,Clayey,Maize,31,2,4,Urea,"Kharif, Rabi, Summer"
30.4,52.84,59.57,Clayey,Maize,12,8,13,Urea,"Kharif, Rabi, Summer"
23.54,47.71,27.92,Red,Barley,13,9,32,Urea,"Rabi, Kharif, Zaid, Summer"
29.87,52.38,22.8,Black,Pulses,13,1,7,28-28,"Rabi, Kharif"
31.73,51.82,37.23,Sandy,Maize,38,1,3,DAP,"Kharif, Rabi, Summer"
25.36,62.76,62.32,Clayey,Barley,3,6,33,14-35-14,"Rabi, Kharif, Zaid, Summer"
32.1,65.89,70.0,Clayey,Wheat,17,0,37,14-35-14,Rabi
36.17,73.15,60.09,Black,Cotton,42,4,2,17-17-17,Kharif
31.23,66.32,27.49,Red,Wheat,40,0,3,14-35-14,Rabi
31.19,71.44,46.39,Loamy,Maize,9,12,17,17-17-17,"Kharif, Rabi, Summer"
29.35,61.82,63.95,Sandy,Pulses,38,1,0,28-28,"Rabi, Kharif"
32.63,66.83,49.59,Red,Cotton,8,0,13,28-28,Kharif
34.33,58.34,39.98,Sandy,Cotton,26,0,23,17-17-17,Kharif
30.66,66.4,52.44,Loamy,Pulses,40,0,0,28-28,"Rabi, Kharif"
30.59,56.93,49.01,Loamy,Cotton,14,4,11,10-26-26,Kharif
29.75,47.56,33.26,Clayey,Cotton,10,0,38,28-28,Kharif
39.45,73.14,24.99,Sandy,Maize,12,2,40,Urea,"Kharif, Rabi, Summer"
26.27,55.47,33.28,Red,Wheat,13,1,38,28-28,Rabi
34.92,58.53,27.98,Clayey,Cotton,12,0,37,DAP,Kharif
22.93,52.54,39.37,Sandy,Cotton,9,0,8,28-28,Kharif
26.38,49.88,65.47,Black,Maize,32,1,1,17-17-17,"Kharif, Rabi, Summer"
34.28,68.8,43.11,Loamy,Cotton,9,7,23,14-35-14,Kharif
35.49,70.58,34.23,Clayey,Maize,18,4,33,DAP,"Kharif, Rabi, Summer"
32.6,53.68,28.87,Clayey,Pulses,5,12,25,14-35-14,"Rabi, Kharif"
32.15,57.42,26.8,Red,Wheat,14,21,20,DAP,Rabi
32.8,61.46,58.5,Sandy,Wheat,7,9,29,14-35-14,Rabi
39.01,65.01,46.91,Clayey,Pulses,43,4,0,28-28,"Rabi, Kharif"
32.04,64.28,62.11,Black,Barley,15,3,36,14-35-14,"Rabi, Kharif, Zaid, Summer"
24.12,50.26,37.62,Loamy,Wheat,13,0,37,Urea,Rabi
27.71,53.42,37.98,Black,Maize,41,0,3,20-20,"Kharif, Rabi, Summer"
23.9,43.28,43.12,Clayey,Pulses,22,3,21,17-17-17,"Rabi, Kharif"
30.41,63.03,49.09,Clayey,Maize,6,8,30,10-26-26,"Kharif, Rabi, Summer"
24.86,58.35,61.89,Red,Wheat,14,0,38,17-17-17,Rabi
28.41,61.99,31.54,Red,Maize,11,0,13,17-17-17,"Kharif, Rabi, Summer"
37.05,66.11,38.47,Black,Pulses,4,5,28,DAP,"Rabi, Kharif"
31.39,61.78,70.0,Red,Maize,14,15,12,10-26-26,"Kharif, Rabi, Summer"
28.51,55.93,40.33,Red,Cotton,17,0,27,20-20,Kharif
25.28,50.64,66.87,Red,Pulses,10,0,11,14-35-14,"Rabi, Kharif"
36.27,74.55,57.03,Sandy,Cotton,11,2,35,Urea,Kharif
40.0,72.78,38.48,Red,Pulses,7,10,32,Urea,"Rabi, Kharif"
29.35,67.05,31.67,Black,Cotton,24,3,19,DAP,Kharif
28.09,50.46,25.38,Sandy,Barley,18,1,36,Urea,"Rabi, Kharif, Zaid, Summer"
28.96,54.32,35.97,Sandy,Barley,14,3,43,10-26-26,"Rabi, Kharif, Zaid, Summer"
27.67,57.87,33.61,Clayey,Pulses,40,2,0,10-26-26,"Rabi, Kharif"
29.34,49.57,20.01,Loamy,Maize,9,18,19,17-17-17,"Kharif, Rabi, Summer"
28.57,50.93,44.78,Red,Maize,32,0,0,20-20,"Kharif, Rabi, Summer"
38.15,59.18,55.78,Clayey,Cotton,12,20,14,14-35-14,Kharif
37.11,70.83,56.74,Clayey,Cotton,3,8,30,DAP,Kharif
33.3,61.33,50.98,Black,Pulses,20,0,23,DAP,"Rabi, Kharif"
26.17,53.24,51.31,Black,Barley,27,0,20,DAP,"Rabi, Kharif, Zaid, Summer"
34.55,58.92,68.9,Black,Wheat,10,0,36,14-35-14,Rabi
34.69,78.28,43.78,Black,Pulses,15,0,39,DAP,"Rabi, Kharif"
29.02,67.93,55.54,Clayey,Pulses,16,4,8,DAP,"Rabi, Kharif"
38.69,61.57,53.46,Black,Cotton,6,4,26,Urea,Kharif
25.55,62.37,41.64,Loamy,Cotton,36,0,0,28-28,Kharif
31.75,58.98,56.2,Clayey,Pulses,32,0,0,Urea,"Rabi, Kharif"
