Temparature,Humidity,Soil Type,Crop Type,Suitable Season
29.21,57.9,Red,Barley,"Rabi, Kharif, Zaid, Summer"
33.39,63.67,Black,Maize,"Kharif, Rabi, Summer"
24.6,59.94,Black,Barley,"Rabi, Kharif, Zaid, Summer"
32.18,53.01,Sandy,Barley,"Rabi, Kharif, Zaid, Summer"
33.16,63.11,Sandy,Pulses,"Rabi, Kharif"
22.93,59.18,Loamy,Pulses,"Rabi, Kharif"
28.19,51.2,Clayey,Cotton,Kharif
31.97,58.34,Red,Cotton,Kharif
34.13,65.02,Black,Cotton,Kharif
26.4,65.58,Sandy,Maize,"Kharif, Rabi, Summer"
37.03,63.45,Red,Cotton,Kharif
21.34,54.69,Red,Pulses,"Rabi, Kharif"
27.05,53.84,Black,Maize,"Kharif, Rabi, Summer"
36.19,70.05,Black,Wheat,Rabi
27.86,44.14,Black,Barley,"Rabi, Kharif, Zaid, Summer"
34.43,59.77,Red,Cotton,Kharif
31.27,43.49,Loamy,Barley,"Rabi, Kharif, Zaid, Summer"
25.82,61.11,Red,Barley,"Rabi, Kharif, Zaid, Summer"
30.47,67.64,Red,Cotton,Kharif
29.93,66.3,Black,Cotton,Kharif
30.69,60.36,Loamy,Barley,"Rabi, Kharif, Zaid, Summer"
28.21,57.45,Sandy,Pulses,"Rabi, Kharif"
21.63,57.62,Sandy,Maize,"Kharif, Rabi, Summer"
31.18,47.51,Red,Wheat,Rabi
31.88,56.55,Loamy,Cotton,Kharif
31.35,62.93,Clayey,Barley,"Rabi, Kharif, Zaid, Summer"
30.99,59.97,Red,Wheat,Rabi
24.38,50.13,Clayey,Cotton,Kharif
31.93,53.26,Clayey,Wheat,Rabi
36.49,72.03,Red,Wheat,Rabi
32.12,76.73,Black,Wheat,Rabi
34.0,59.76,Black,Maize,"Kharif, Rabi, Summer"
33.03,59.23,Sandy,Cotton,Kharif
29.07,56.52,Clayey,Cotton,Kharif
38.17,66.45,Loamy,Cotton,Kharif
28.13,55.71,Clayey,Cotton,Kharif
32.56,62.62,Clayey,Maize,"Kharif, Rabi, Summer"
29.51,47.21,Clayey,Wheat,Rabi
33.01,56.62,Sandy,Pulses,"Rabi, Kharif"
29.94,54.58,Sandy,Cotton,Kharif
28.42,68.97,Sandy,Barley,"Rabi, Kharif, Zaid, Summer"
31.81,62.69,Sandy,Barley,"Rabi, Kharif, Zaid, Summer"
30.4,73.93,Clayey,Cotton,Kharif
28.4,64.69,Black,Wheat,Rabi
31.62,53.17,Clayey,Maize,"Kharif, Rabi, Summer"
35.85,65.73,Clayey,Wheat,Rabi
33.33,68.93,Loamy,Wheat,Rabi
26.1,56.4,Red,Maize,"Kharif, Rabi, Summer"
23.85,54.74,Black,Maize,"Kharif, Rabi, Summer"
33.93,68.08,Red,Barley,"Rabi, Kharif, Zaid, Summer"
30.9,61.42,Loamy,Barley,"Rabi, Kharif, Zaid, Summer"
30.53,72.94,Black,Pulses,"Rabi, Kharif"
36.91,57.36,Black,Barley,"Rabi, Kharif, Zaid, Summer"
33.83,56.33,Clayey,Cotton,Kharif
32.23,65.73,Black,Pulses,"Rabi, Kharif"
26.38,58.32,Loamy,Pulses,"Rabi, Kharif"
34.6,52.97,Red,Wheat,Rabi
27.41,54.55,Loamy,Cotton,Kharif
29.23,70.7,Sandy,Maize,"Kharif, Rabi, Summer"
24.33,52.3,Red,Cotton,Kharif
33.99,62.02,Loamy,Cotton,Kharif
29.19,67.99,Clayey,Pulses,"Rabi, Kharif"
32.92,56.58,Loamy,Barley,"Rabi, Kharif, Zaid, Summer"
22.82,48.25,Clayey,Maize,"Kharif, Rabi, Summer"
36.11,61.24,Loamy,Cotton,Kharif
32.0,59.17,Loamy,Cotton,Kharif
21.56,48.99,Clayey,Wheat,Rabi
34.16,57.77,Red,Cotton,Kharif
29.74,67.3,Clayey,Barley,"Rabi, Kharif, Zaid, Summer"
27.82,58.21,Red,Pulses,"Rabi, Kharif"
37.79,65.38,Loamy,Pulses,"Rabi, Kharif"
30.84,62.89,Black,Pulses,"Rabi, Kharif"
32.08,69.28,Clayey,Pulses,"Rabi, Kharif"
30.53,54.66,Red,Wheat,Rabi
25.51,63.32,Clayey,Maize,"Kharif, Rabi, Summer"
31.27,76.13,Red,Cotton,Kharif
37.78,70.33,Loamy,Wheat,Rabi
24.84,49.58,Loamy,Barley,"Rabi, Kharif, Zaid, Summer"
30.73,49.9,Loamy,Pulses,"Rabi, Kharif"
23.92,47.26,Red,Maize,"Kharif, Rabi, Summer"
31.12,72.97,Clayey,Pulses,"Rabi, Kharif"
24.8,61.32,Black,Cotton,Kharif
32.45,67.58,Black,Cotton,Kharif
31.61,66.27,Sandy,Pulses,"Rabi, Kharif"
40.0,65.43,Sandy,Pulses,"Rabi, Kharif"
36.22,77.81,Black,Pulses,"Rabi, Kharif"
30.24,56.13,Black,Barley,"Rabi, Kharif, Zaid, Summer"
29.73,58.45,Loamy,Cotton,Kharif
27.58,64.59,Sandy,Cotton,Kharif
26.09,69.65,Loamy,Cotton,Kharif
29.86,48.43,Clayey,Maize,"Kharif, Rabi, Summer"
22.32,56.11,Black,Maize,"Kharif, Rabi, Summer"
30.23,55.76,Loamy,Barley,"Rabi, Kharif, Zaid, Summer"
26.41,55.23,Black,Barley,"Rabi, Kharif, Zaid, Summer"
35.84,73.34,Red,Barley,"Rabi, Kharif, Zaid, Summer"
32.85,53.21,Black,Barley,"Rabi, Kharif, Zaid, Summer"
39.61,74.2,Clayey,Cotton,Kharif
40.0,65.97,Black,Cotton,Kharif
37.12,73.45,Loamy,Wheat,Rabi
27.79,54.72,Black,Maize,"Kharif, Rabi, Summer"
23.68,57.9,Sandy,Maize,"Kharif, Rabi, Summer"
31.87,56.38,Clayey,Barley,"Rabi, Kharif, Zaid, Summer"
33.5,61.54,Loamy,Pulses,"Rabi, Kharif"
21.34,47.91,Loamy,Barley,"Rabi, Kharif, Zaid, Summer"
39.1,77.95,Sandy,Cotton,Kharif
30.22,56.38,Loamy,Maize,"Kharif, Rabi, Summer"
31.78,51.44,Loamy,Barley,"Rabi, Kharif, Zaid, Summer"
25.66,45.25,Sandy,Barley,"Rabi, Kharif, Zaid, Summer"
29.68,74.89,Sandy,Barley,"Rabi, Kharif, Zaid, Summer"
31.95,59.95,Loamy,Maize,"Kharif, Rabi, Summer"
28.67,59.49,Loamy,Pulses,"Rabi, Kharif"
32.76,50.9,Red,Cotton,Kharif
40.0,52.95,Loamy,Wheat,Rabi
32.76,57.8,Loamy,Cotton,Kharif
33.29,71.48,Loamy,Wheat,Rabi
24.55,59.45,Red,Barley,"Rabi, Kharif, Zaid, Summer"
36.49,58.68,Clayey,Cotton,Kharif
27.77,61.89,Black,Wheat,Rabi
27.09,45.13,Red,Wheat,Rabi
30.34,65.26,Loamy,Pulses,"Rabi, Kharif"
28.74,60.87,Clayey,Maize,"Kharif, Rabi, Summer"
30.0,42.84,Loamy,Barley,"Rabi, Kharif, Zaid, Summer"
39.4,75.28,Red,Maize,"Kharif, Rabi, Summer"
27.74,60.46,Red,Wheat,Rabi
27.37,52.05,Clayey,Maize,"Kharif, Rabi, Summer"
32.5,71.1,Red,Wheat,Rabi
26.46,43.65,Black,Maize,"Kharif, Rabi, Summer"
30.31,69.86,Black,Cotton,Kharif
31.51,54.73,Sandy,Pulses,"Rabi, Kharif"
39.77,60.41,Sandy,Wheat,Rabi
32.13,65.75,Loamy,Pulses,"Rabi, Kharif"
29.99,54.89,Red,Cotton,Kharif
38.38,71.17,Clayey,Wheat,Rabi
30.43,59.04,Loamy,Pulses,"Rabi, Kharif"
28.65,49.55,Red,Cotton,Kharif
25.07,45.11,Clayey,Maize,"Kharif, Rabi, Summer"
33.56,59.78,Loamy,Pulses,"Rabi, Kharif"
28.66,41.97,Red,Barley,"Rabi, Kharif, Zaid, Summer"
22.83,46.9,Clayey,Wheat,Rabi
27.38,57.61,Sandy,Maize,"Kharif, Rabi, Summer"
39.23,71.01,Clayey,Cotton,Kharif
37.38,61.81,Loamy,Cotton,Kharif
31.54,66.48,Clayey,Wheat,Rabi
29.45,60.0,Loamy,Maize,"Kharif, Rabi, Summer"
25.96,53.04,Black,Barley,"Rabi, Kharif, Zaid, Summer"
40.0,71.27,Red,Maize,"Kharif, Rabi, Summer"
35.95,70.71,Black,Cotton,Kharif
29.41,52.65,Loamy,Barley,"Rabi, Kharif, Zaid, Summer"
33.99,68.26,Red,Barley,"Rabi, Kharif, Zaid, Summer"
24.74,60.74,Loamy,Pulses,"Rabi, Kharif"
27.19,59.49,Black,Maize,"Kharif, Rabi, Summer"
31.1,50.28,Clayey,Cotton,Kharif
30.46,71.86,Clayey,Wheat,Rabi
28.7,59.26,Black,Pulses,"Rabi, Kharif"
32.49,61.52,Sandy,Wheat,Rabi
25.28,55.11,Clayey,Pulses,"Rabi, Kharif"
28.53,62.54,Red,Maize,"Kharif, Rabi, Summer"
26.45,56.63,Clayey,Pulses,"Rabi, Kharif"
27.71,67.71,Loamy,Pulses,"Rabi, Kharif"
30.26,50.57,Black,Pulses,"Rabi, Kharif"
32.12,69.24,Red,Cotton,Kharif
22.33,46.53,Clayey,Cotton,Kharif
27.36,61.34,Black,Wheat,Rabi
29.03,53.72,Loamy,Wheat,Rabi
32.8,55.77,Sandy,Barley,"Rabi, Kharif, Zaid, Summer"
32.28,58.89,Clayey,Pulses,"Rabi, Kharif"
26.05,48.76,Loamy,Barley,"Rabi, Kharif, Zaid, Summer"
24.84,58.91,Red,Cotton,Kharif
26.56,59.44,Black,Maize,"Kharif, Rabi, Summer"
31.15,55.59,Red,Barley,"Rabi, Kharif, Zaid, Summer"
30.59,54.91,Sandy,Barley,"Rabi, Kharif, Zaid, Summer"
30.3,69.31,Black,Barley,"Rabi, Kharif, Zaid, Summer"
38.45,63.15,Clayey,Barley,"Rabi, Kharif, Zaid, Summer"
20.56,55.98,Loamy,Barley,"Rabi, Kharif, Zaid, Summer"
38.77,68.24,Sandy,Wheat,Rabi
26.67,42.74,Red,Maize,"Kharif, Rabi, Summer"
31.42,63.61,Loamy,Wheat,Rabi
26.05,51.11,Red,Wheat,Rabi
32.41,67.07,Loamy,Barley,"Rabi, Kharif, Zaid, Summer"
27.81,63.26,Sandy,Wheat,Rabi
33.0,57.63,Loamy,Cotton,Kharif
26.74,56.43,Loamy,Maize,"Kharif, Rabi, Summer"
33.17,68.4,Black,Barley,"Rabi, Kharif, Zaid, Summer"
28.32,55.53,Clayey,Barley,"Rabi, Kharif, Zaid, Summer"
28.77,63.48,Red,Barley,"Rabi, Kharif, Zaid, Summer"
30.23,47.44,Red,Barley,"Rabi, Kharif, Zaid, Summer"
34.18,69.67,Sandy,Cotton,Kharif
28.32,59.85,Sandy,Pulses,"Rabi, Kharif"
28.16,57.48,Sandy,Cotton,Kharif
40.0,52.02,Clayey,Maize,"Kharif, Rabi, Summer"
30.08,57.14,Clayey,Cotton,Kharif
27.61,61.04,Clayey,Barley,"Rabi, Kharif, Zaid, Summer"
22.26,52.88,Loamy,Cotton,Kharif
26.63,45.47,Clayey,Pulses,"Rabi, Kharif"
24.69,52.7,Loamy,Wheat,Rabi
24.7,48.88,Black,Pulses,"Rabi, Kharif"
35.56,61.27,Black,Barley,"Rabi, Kharif, Zaid, Summer"
28.85,45.97,Black,Wheat,Rabi
30.45,68.48,Black,Pulses,"Rabi, Kharif"
25.4,50.75,Black,Barley,"Rabi, Kharif, Zaid, Summer"
27.56,58.15,Black,Cotton,Kharif
37.29,61.83,Black,Cotton,Kharif
26.88,58.54,Red,Pulses,"Rabi, Kharif"
21.46,49.42,Sandy,Cotton,Kharif
28.14,68.89,Clayey,Cotton,Kharif
32.55,64.64,Loamy,Pulses,"Rabi, Kharif"
36.93,71.6,Loamy,Maize,"Kharif, Rabi, Summer"
32.73,62.28,Sandy,Barley,"Rabi, Kharif, Zaid, Summer"
34.9,71.05,Red,Wheat,Rabi
30.98,59.93,Loamy,Wheat,Rabi
30.03,48.19,Black,Pulses,"Rabi, Kharif"
28.13,53.68,Black,Cotton,Kharif
32.89,60.09,Clayey,Wheat,Rabi
20.09,49.43,Black,Pulses,"Rabi, Kharif"
32.2,67.18,Loamy,Barley,"Rabi, Kharif, Zaid, Summer"
30.93,52.97,Red,Pulses,"Rabi, Kharif"
27.81,60.0,Sandy,Barley,"Rabi, Kharif, Zaid, Summer"
31.36,56.32,Sandy,Barley,"Rabi, Kharif, Zaid, Summer"
27.52,59.49,Clayey,Maize,"Kharif, Rabi, Summer"
32.97,57.21,Loamy,Barley,"Rabi, Kharif, Zaid, Summer"
26.58,49.05,Loamy,Barley,"Rabi, Kharif, Zaid, Summer"
32.39,69.83,Red,Cotton,Kharif
27.86,58.24,Red,Barley,"Rabi, Kharif, Zaid, Summer"
27.87,59.72,Loamy,Barley,"Rabi, Kharif, Zaid, Summer"
31.12,59.5,Loamy,Maize,"Kharif, Rabi, Summer"
25.45,59.9,Black,Maize,"Kharif, Rabi, Summer"
27.06,61.03,Sandy,Pulses,"Rabi, Kharif"
30.57,48.3,Sandy,Pulses,"Rabi, Kharif"
30.34,54.73,Black,Cotton,Kharif
25.5,56.26,Sandy,Barley,"Rabi, Kharif, Zaid, Summer"
37.5,70.28,Black,Wheat,Rabi
25.64,52.31,Loamy,Maize,"Kharif, Rabi, Summer"
29.8,49.21,Loamy,Wheat,Rabi
33.15,56.8,Black,Maize,"Kharif, Rabi, Summer"
20.27,48.38,Black,Cotton,Kharif
24.18,49.22,Sandy,Barley,"Rabi, Kharif, Zaid, Summer"
32.81,49.4,Loamy,Barley,"Rabi, Kharif, Zaid, Summer"
30.99,68.56,Black,Barley,"Rabi, Kharif, Zaid, Summer"
28.69,65.85,Sandy,Barley,"Rabi, Kharif, Zaid, Summer"
21.55,59.81,Clayey,Wheat,Rabi
39.1,61.36,Sandy,Cotton,Kharif
33.41,65.63,Loamy,Pulses,"Rabi, Kharif"
38.27,63.64,Black,Barley,"Rabi, Kharif, Zaid, Summer"
24.67,58.06,Black,Pulses,"Rabi, Kharif"
23.88,50.11,Clayey,Wheat,Rabi
25.87,52.61,Loamy,Maize,"Kharif, Rabi, Summer"
30.82,64.35,Clayey,Barley,"Rabi, Kharif, Zaid, Summer"
27.44,57.21,Clayey,Cotton,Kharif
27.76,53.93,Black,Cotton,Kharif
31.99,70.0,Black,Wheat,Rabi
36.79,65.0,Clayey,Wheat,Rabi
30.99,49.27,Black,Barley,"Rabi, Kharif, Zaid, Summer"
30.04,71.83,Loamy,Cotton,Kharif
24.38,43.06,Red,Cotton,Kharif
29.03,55.07,Black,Wheat,Rabi
25.8,52.64,Clayey,Cotton,Kharif
29.02,56.54,Red,Pulses,"Rabi, Kharif"
31.02,57.58,Black,Barley,"Rabi, Kharif, Zaid, Summer"
30.13,67.09,Sandy,Pulses,"Rabi, Kharif"
34.14,78.24,Clayey,Pulses,"Rabi, Kharif"
23.14,53.52,Red,Barley,"Rabi, Kharif, Zaid, Summer"
31.84,68.04,Loamy,Cotton,Kharif
31.49,60.18,Black,Cotton,Kharif
25.78,46.81,Red,Cotton,Kharif
35.04,68.15,Black,Barley,"Rabi, Kharif, Zaid, Summer"
26.46,54.2,Loamy,Maize,"Kharif, Rabi, Summer"
29.53,57.3,Red,Maize,"Kharif, Rabi, Summer"
21.23,56.98,Red,Cotton,Kharif
22.9,52.41,Red,Maize,"Kharif, Rabi, Summer"
32.37,71.46,Clayey,Barley,"Rabi, Kharif, Zaid, Summer"
25.27,46.34,Clayey,Wheat,Rabi
29.25,55.35,Black,Barley,"Rabi, Kharif, Zaid, Summer"
29.28,54.61,Red,Barley,"Rabi, Kharif, Zaid, Summer"
40.0,67.48,Sandy,Pulses,"Rabi, Kharif"
23.83,60.51,Black,Cotton,Kharif
22.79,55.32,Black,Maize,"Kharif, Rabi, Summer"
26.91,47.11,Loamy,Cotton,Kharif
23.99,57.62,Black,Pulses,"Rabi, Kharif"
31.38,58.81,Clayey,Maize,"Kharif, Rabi, Summer"
24.87,53.77,Sandy,Barley,"Rabi, Kharif, Zaid, Summer"
27.57,52.6,Black,Pulses,"Rabi, Kharif"
34.1,65.21,Red,Pulses,"Rabi, Kharif"
35.45,66.58,Red,Barley,"Rabi, Kharif, Zaid, Summer"
31.24,51.41,Black,Cotton,Kharif
27.03,62.23,Clayey,Maize,"Kharif, Rabi, Summer"
28.1,69.82,Sandy,Maize,"Kharif, Rabi, Summer"
30.92,64.22,Clayey,Maize,"Kharif, Rabi, Summer"
36.1,66.96,Sandy,Barley,"Rabi, Kharif, Zaid, Summer"
21.7,40.45,Sandy,Maize,"Kharif, Rabi, Summer"
29.44,57.46,Red,Barley,"Rabi, Kharif, Zaid, Summer"
25.41,49.09,Sandy,Barley,"Rabi, Kharif, Zaid, Summer"
31.38,68.77,Loamy,Wheat,Rabi
37.19,61.38,Clayey,Maize,"Kharif, Rabi, Summer"
32.37,54.35,Red,Maize,"Kharif, Rabi, Summer"
28.71,45.53,Clayey,Barley,"Rabi, Kharif, Zaid, Summer"
33.04,52.52,Loamy,Pulses,"Rabi, Kharif"
32.48,52.45,Loamy,Barley,"Rabi, Kharif, Zaid, Summer"
38.58,57.38,Loamy,Barley,"Rabi, Kharif, Zaid, Summer"
27.4,53.38,Sandy,Barley,"Rabi, Kharif, Zaid, Summer"
21.17,57.9,Black,Cotton,Kharif
25.36,62.86,Clayey,Wheat,Rabi
28.21,50.33,Black,Cotton,Kharif
32.28,51.88,Loamy,Barley,"Rabi, Kharif, Zaid, Summer"
28.38,63.35,Sandy,Maize,"Kharif, Rabi, Summer"
37.76,62.35,Loamy,Cotton,Kharif
34.96,60.68,Black,Pulses,"Rabi, Kharif"
27.58,45.82,Black,Cotton,Kharif
27.16,55.97,Clayey,Maize,"Kharif, Rabi, Summer"
32.5,63.91,Loamy,Barley,"Rabi, Kharif, Zaid, Summer"
23.99,45.86,Red,Cotton,Kharif
27.13,59.68,Clayey,Pulses,"Rabi, Kharif"
26.23,46.01,Sandy,Wheat,Rabi
27.54,57.8,Red,Wheat,Rabi
30.96,61.45,Clayey,Cotton,Kharif
30.12,58.37,Sandy,Pulses,"Rabi, Kharif"
24.28,64.47,Black,Pulses,"Rabi, Kharif"
34.91,62.53,Clayey,Wheat,Rabi
26.46,63.95,Sandy,Maize,"Kharif, Rabi, Summer"
40.0,68.33,Red,Wheat,Rabi
29.23,54.78,Clayey,Cotton,Kharif
21.48,40.33,Black,Maize,"Kharif, Rabi, Summer"
30.88,57.35,Clayey,Maize,"Kharif, Rabi, Summer"
30.49,59.07,Loamy,Barley,"Rabi, Kharif, Zaid, Summer"
38.27,75.46,Red,Cotton,Kharif
27.49,55.27,Loamy,Barley,"Rabi, Kharif, Zaid, Summer"
32.66,65.59,Clayey,Maize,"Kharif, Rabi, Summer"
30.36,52.15,Black,Cotton,Kharif
26.55,58.11,Red,Barley,"Rabi, Kharif, Zaid, Summer"
30.89,47.99,Black,Wheat,Rabi
35.62,59.9,Black,Cotton,Kharif
29.53,61.71,Loamy,Cotton,Kharif
25.22,47.33,Sandy,Cotton,Kharif
27.47,54.96,Loamy,Wheat,Rabi
39.55,69.54,Loamy,Wheat,Rabi
31.18,62.75,Black,Wheat,Rabi
30.2,50.46,Clayey,Pulses,"Rabi, Kharif"
33.18,58.37,Clayey,Cotton,Kharif
29.51,60.72,Sandy,Maize,"Kharif, Rabi, Summer"
36.65,65.21,Loamy,Barley,"Rabi, Kharif, Zaid, Summer"
28.61,67.47,Clayey,Cotton,Kharif
34.02,52.63,Loamy,Barley,"Rabi, Kharif, Zaid, Summer"
30.95,63.54,Sandy,Pulses,"Rabi, Kharif"
29.95,54.6,Loamy,Maize,"Kharif, Rabi, Summer"
27.43,45.22,Sandy,Pulses,"Rabi, Kharif"
26.72,58.18,Loamy,Barley,"Rabi, Kharif, Zaid, Summer"
23.48,50.19,Clayey,Pulses,"Rabi, Kharif"
30.9,45.86,Sandy,Cotton,Kharif
24.52,49.32,Black,Pulses,"Rabi, Kharif"
31.16,56.43,Loamy,Barley,"Rabi, Kharif, Zaid, Summer"
32.63,62.91,Clayey,Maize,"Kharif, Rabi, Summer"
30.64,57.11,Black,Cotton,Kharif
39.82,76.99,Red,Wheat,Rabi
33.32,56.56,Red,Cotton,Kharif
26.42,62.53,Sandy,Wheat,Rabi
24.08,62.89,Black,Cotton,Kharif
26.76,56.88,Sandy,Wheat,Rabi
25.63,57.48,Red,Wheat,Rabi
26.29,43.92,Loamy,Cotton,Kharif
25.42,48.77,Red,Barley,"Rabi, Kharif, Zaid, Summer"
31.04,66.34,Red,Pulses,"Rabi, Kharif"
34.2,73.24,Clayey,Maize,"Kharif, Rabi, Summer"
25.03,48.11,Red,Barley,"Rabi, Kharif, Zaid, Summer"
38.27,63.88,Red,Cotton,Kharif
29.18,45.72,Black,Cotton,Kharif
28.28,43.5,Loamy,Maize,"Kharif, Rabi, Summer"
37.13,53.26,Black,Cotton,Kharif
30.86,67.34,Sandy,Maize,"Kharif, Rabi, Summer"
29.7,49.26,Clayey,Barley,"Rabi, Kharif, Zaid, Summer"
29.0,49.39,Black,Maize,"Kharif, Rabi, Summer"
27.9,50.42,Sandy,Barley,"Rabi, Kharif, Zaid, Summer"
26.22,64.73,Red,Wheat,Rabi
29.03,55.12,Black,Wheat,Rabi
33.31,65.26,Black,Pulses,"Rabi, Kharif"
31.29,60.71,Black,Maize,"Kharif, Rabi, Summer"
36.3,70.42,Clayey,Wheat,Rabi
34.48,65.7,Loamy,Maize,"Kharif, Rabi, Summer"
34.67,58.7,Sandy,Barley,"Rabi, Kharif, Zaid, Summer"
24.79,58.23,Red,Wheat,Rabi
25.49,51.92,Clayey,Barley,"Rabi, Kharif, Zaid, Summer"
31.07,64.86,Loamy,Wheat,Rabi
35.64,58.1,Loamy,Cotton,Kharif
25.01,65.74,Sandy,Cotton,Kharif
28.87,60.59,Clayey,Barley,"Rabi, Kharif, Zaid, Summer"
38.8,64.99,Loamy,Maize,"Kharif, Rabi, Summer"
33.25,71.64,Clayey,Wheat,Rabi
29.93,59.1,Sandy,Wheat,Rabi
30.43,60.58,Black,Barley,"Rabi, Kharif, Zaid, Summer"
32.92,70.05,Red,Barley,"Rabi, Kharif, Zaid, Summer"
29.39,55.08,Sandy,Cotton,Kharif
30.42,60.17,Clayey,Cotton,Kharif
27.41,56.92,Black,Wheat,Rabi
36.26,61.51,Loamy,Pulses,"Rabi, Kharif"
32.47,62.87,Loamy,Maize,"Kharif, Rabi, Summer"
37.27,71.63,Black,Wheat,Rabi
29.99,60.53,Loamy,Maize,"Kharif, Rabi, Summer"
32.59,60.71,Sandy,Wheat,Rabi
28.1,43.56,Black,Barley,"Rabi, Kharif, Zaid, Summer"
37.21,74.62,Red,Maize,"Kharif, Rabi, Summer"
28.21,62.05,Clayey,Cotton,Kharif
26.53,48.55,Clayey,Wheat,Rabi
25.12,52.88,Red,Pulses,"Rabi, Kharif"
29.21,49.47,Black,Barley,"Rabi, Kharif, Zaid, Summer"
29.68,55.95,Red,Cotton,Kharif
31.07,73.26,Sandy,Pulses,"Rabi, Kharif"
32.42,61.41,Loamy,Maize,"Kharif, Rabi, Summer"
31.6,59.09,Black,Maize,"Kharif, Rabi, Summer"
28.88,61.25,Red,Maize,"Kharif, Rabi, Summer"
24.05,63.35,Black,Maize,"Kharif, Rabi, Summer"
35.29,66.87,Sandy,Wheat,Rabi
34.71,60.96,Red,Pulses,"Rabi, Kharif"
23.98,44.87,Red,Cotton,Kharif
27.51,61.71,Clayey,Wheat,Rabi
25.06,57.65,Loamy,Maize,"Kharif, Rabi, Summer"
34.62,59.62,Loamy,Barley,"Rabi, Kharif, Zaid, Summer"
30.36,53.27,Clayey,Pulses,"Rabi, Kharif"
31.06,59.13,Sandy,Maize,"Kharif, Rabi, Summer"
29.46,52.15,Sandy,Maize,"Kharif, Rabi, Summer"
36.95,68.98,Red,Barley,"Rabi, Kharif, Zaid, Summer"
31.22,51.09,Red,Wheat,Rabi
26.85,55.82,Red,Pulses,"Rabi, Kharif"
27.57,59.56,Sandy,Barley,"Rabi, Kharif, Zaid, Summer"
32.19,46.35,Sandy,Pulses,"Rabi, Kharif"
33.41,68.66,Clayey,Wheat,Rabi
25.47,47.11,Clayey,Wheat,Rabi
29.51,49.94,Sandy,Wheat,Rabi
31.42,63.91,Black,Maize,"Kharif, Rabi, Summer"
37.45,68.76,Clayey,Maize,"Kharif, Rabi, Summer"
35.61,56.91,Sandy,Wheat,Rabi
25.53,66.09,Sandy,Barley,"Rabi, Kharif, Zaid, Summer"
31.27,51.8,Black,Pulses,"Rabi, Kharif"
26.52,47.97,Clayey,Barley,"Rabi, Kharif, Zaid, Summer"
28.9,59.58,Red,Cotton,Kharif
24.08,63.58,Sandy,Barley,"Rabi, Kharif, Zaid, Summer"
32.42,69.43,Clayey,Pulses,"Rabi, Kharif"
31.03,57.03,Black,Pulses,"Rabi, Kharif"
21.56,46.27,Red,Barley,"Rabi, Kharif, Zaid, Summer"
40.0,70.96,Red,Wheat,Rabi
31.8,57.24,Loamy,Maize,"Kharif, Rabi, Summer"
22.07,46.52,Sandy,Pulses,"Rabi, Kharif"
27.26,64.73,Loamy,Wheat,Rabi
39.7,77.68,Loamy,Cotton,Kharif
30.65,53.52,Black,Wheat,Rabi
27.5,62.57,Loamy,Cotton,Kharif
20.88,56.47,Loamy,Pulses,"Rabi, Kharif"
29.07,43.85,Sandy,Barley,"Rabi, Kharif, Zaid, Summer"
25.98,58.32,Black,Wheat,Rabi
28.08,60.76,Loamy,Wheat,Rabi
30.86,69.7,Black,Barley,"Rabi, Kharif, Zaid, Summer"
34.94,62.17,Clayey,Maize,"Kharif, Rabi, Summer"
38.47,62.64,Clayey,Cotton,Kharif
30.77,56.66,Red,Wheat,Rabi
20.13,47.52,Black,Pulses,"Rabi, Kharif"
38.44,55.47,Red,Maize,"Kharif, Rabi, Summer"
29.12,54.86,Loamy,Maize,"Kharif, Rabi, Summer"
28.32,57.91,Red,Maize,"Kharif, Rabi, Summer"
29.99,62.52,Black,Pulses,"Rabi, Kharif"
29.9,68.09,Loamy,Maize,"Kharif, Rabi, Summer"
35.66,75.53,Red,Cotton,Kharif
25.63,54.83,Red,Wheat,Rabi
21.2,52.42,Clayey,Barley,"Rabi, Kharif, Zaid, Summer"
29.25,61.4,Sandy,Pulses,"Rabi, Kharif"
33.1,74.93,Red,Maize,"Kharif, Rabi, Summer"
38.83,74.56,Black,Wheat,Rabi
29.39,46.86,Sandy,Pulses,"Rabi, Kharif"
27.34,44.53,Red,Barley,"Rabi, Kharif, Zaid, Summer"
39.71,58.79,Red,Maize,"Kharif, Rabi, Summer"
23.95,56.98,Clayey,Wheat,Rabi
33.37,66.5,Black,Pulses,"Rabi, Kharif"
26.0,53.96,Clayey,Cotton,Kharif
23.76,60.46,Sandy,Barley,"Rabi, Kharif, Zaid, Summer"
27.92,65.12,Clayey,Barley,"Rabi, Kharif, Zaid, Summer"
28.49,66.42,Sandy,Cotton,Kharif
25.4,48.06,Loamy,Wheat,Rabi
28.97,52.75,Red,Barley,"Rabi, Kharif, Zaid, Summer"
32.71,58.03,Clayey,Maize,"Kharif, Rabi, Summer"
20.82,46.55,Sandy,Cotton,Kharif
23.11,55.69,Sandy,Maize,"Kharif, Rabi, Summer"
36.87,63.49,Black,Pulses,"Rabi, Kharif"
34.63,66.78,Clayey,Maize,"Kharif, Rabi, Summer"
26.38,62.82,Loamy,Barley,"Rabi, Kharif, Zaid, Summer"
28.97,52.94,Clayey,Barley,"Rabi, Kharif, Zaid, Summer"
24.73,56.02,Clayey,Barley,"Rabi, Kharif, Zaid, Summer"
36.19,73.76,Clayey,Cotton,Kharif
30.81,55.65,Red,Wheat,Rabi
24.51,59.05,Clayey,Cotton,Kharif
